[2024-09-17 00:04:18:1410184][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/stomp-websocket/stomp.min.js', status code: 200, estimated time: 1ms, used memory: 690552 bytes
[2024-09-17 00:04:18:1410184][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/css/chat-list.css', status code: 200, estimated time: 1ms, used memory: 690552 bytes
[2024-09-17 00:04:18:1410184][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/css/style.css', status code: 200, estimated time: 1ms, used memory: 690552 bytes
[2024-09-17 00:04:18:1410184][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/css/bootstrap.min.css', status code: 200, estimated time: 1ms, used memory: 690552 bytes
[2024-09-17 00:04:19:1410187][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Received request for '/js/bootstrap.min.js'
[2024-09-17 00:04:19:1410187][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Received request for '/js/jquery-3.3.1.min.js'
[2024-09-17 00:04:19:1410187][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/js/chat-list.js'
[2024-09-17 00:04:19:1410190][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/js/jquery-3.3.1.min.js', status code: 200, estimated time: 3ms, used memory: 538112 bytes
[2024-09-17 00:04:19:1410190][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/js/bootstrap.min.js', status code: 200, estimated time: 3ms, used memory: 538112 bytes
[2024-09-17 00:04:19:1410208][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/js/chat-list.js', status code: 200, estimated time: 21ms, used memory: 538112 bytes
[2024-09-17 00:04:19:1410250][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/sockjs-client/sockjs.min.js.map'
[2024-09-17 00:04:19:1410255][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/sockjs-client/sockjs.min.js.map', status code: 200, estimated time: 5ms, used memory: 207544 bytes
[2024-09-17 00:04:19:1410277][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/js/api.js'
[2024-09-17 00:04:19:1410281][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/js/api.js', status code: 200, estimated time: 3ms, used memory: 0 bytes
[2024-09-17 00:04:19:1410286][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms'
[2024-09-17 00:04:19:1410286][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/products'
[2024-09-17 00:04:19:1410289][http-nio-8080-exec-5] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getAllProductBySellerId' task with parameters: sellerId: 1
[2024-09-17 00:04:19:1410289][http-nio-8080-exec-9] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getAllProductBySellerId' task with parameters: sellerId: 1
[2024-09-17 00:04:19:1410293][http-nio-8080-exec-9] INFO  p6spy - took 1 ms | select product0_.id as id1_4_, product0_.createdAt as createda2_4_, product0_.modifiedAt as modified3_4_, product0_.content as content4_4_, product0_.name as name5_4_, product0_.price as price6_4_, product0_.seller_id as seller_i8_4_, product0_.title as title7_4_ from Product product0_ left outer join Member member1_ on product0_.seller_id=member1_.id where member1_.id=1
[2024-09-17 00:04:19:1410293][http-nio-8080-exec-5] INFO  p6spy - took 1 ms | select product0_.id as id1_4_, product0_.createdAt as createda2_4_, product0_.modifiedAt as modified3_4_, product0_.content as content4_4_, product0_.name as name5_4_, product0_.price as price6_4_, product0_.seller_id as seller_i8_4_, product0_.title as title7_4_ from Product product0_ left outer join Member member1_ on product0_.seller_id=member1_.id where member1_.id=1
[2024-09-17 00:04:19:1410293][http-nio-8080-exec-5] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getAllProductBySellerId' task was executed successfully by ProductServiceImpl: 'getAllProductBySellerId', estimated time: 4 ms, used memory: 0 bytes
[2024-09-17 00:04:19:1410293][http-nio-8080-exec-9] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getAllProductBySellerId' task was executed successfully by ProductServiceImpl: 'getAllProductBySellerId', estimated time: 4 ms, used memory: 0 bytes
[2024-09-17 00:04:19:1410294][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/products', status code: 200, estimated time: 8ms, used memory: 483344 bytes
[2024-09-17 00:04:19:1410297][http-nio-8080-exec-5] INFO  p6spy - took 2 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, chat0_.sendDate as col_2_0_, chat0_.owner_id as col_3_0_, product1_.seller_id as col_4_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member2_ on chat0_.owner_id=member2_.id where chat0_.delete_yn=0 and chat0_.product_id=1 and chat0_.sendDate=(select max(chat4_.sendDate) from Chat chat4_ where chat4_.product_id=chat0_.product_id and chat4_.delete_yn=0)
[2024-09-17 00:04:19:1410300][http-nio-8080-exec-5] INFO  p6spy - took 2 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:04:19:1410304][http-nio-8080-exec-5] INFO  p6spy - took 1 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:04:19:1410307][http-nio-8080-exec-5] INFO  p6spy - took 2 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, chat0_.sendDate as col_2_0_, chat0_.owner_id as col_3_0_, product1_.seller_id as col_4_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member2_ on chat0_.owner_id=member2_.id where chat0_.delete_yn=0 and chat0_.product_id=2 and chat0_.sendDate=(select max(chat4_.sendDate) from Chat chat4_ where chat4_.product_id=chat0_.product_id and chat4_.delete_yn=0)
[2024-09-17 00:04:19:1410312][http-nio-8080-exec-5] INFO  p6spy - took 3 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, chat0_.sendDate as col_2_0_, chat0_.owner_id as col_3_0_, product1_.seller_id as col_4_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member2_ on chat0_.owner_id=member2_.id where chat0_.delete_yn=0 and chat0_.owner_id=1 and chat0_.sendDate=(select max(chat4_.sendDate) from Chat chat4_ where chat4_.product_id=chat0_.product_id and chat4_.owner_id=1 and chat4_.delete_yn=0)
[2024-09-17 00:04:19:1410313][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms', status code: 200, estimated time: 27ms, used memory: 915648 bytes
[2024-09-17 00:04:19:1410318][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Received request for '/img/trend/bs-1.jpg'
[2024-09-17 00:04:19:1410320][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/img/trend/bs-1.jpg', status code: 200, estimated time: 2ms, used memory: 0 bytes
[2024-09-17 00:04:19:1410797][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms/1'
[2024-09-17 00:04:19:1410802][http-nio-8080-exec-9] INFO  p6spy - took 1 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, product1_.title as col_2_0_, product1_.seller_id as col_3_0_, chat0_.owner_id as col_4_0_, chat0_.sendDate as col_5_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member2_ on (member2_.id=product1_.seller_id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member4_ on chat0_.owner_id=member4_.id where chat0_.product_id=1 and chat0_.delete_yn=0 order by chat0_.id
[2024-09-17 00:04:19:1410803][http-nio-8080-exec-9] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:04:19:1410804][http-nio-8080-exec-9] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:04:19:1410805][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms/1', status code: 200, estimated time: 8ms, used memory: 337912 bytes
[2024-09-17 00:04:24:1415759][http-nio-8080-exec-1] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: suwan
[2024-09-17 00:04:24:1415763][http-nio-8080-exec-1] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='suwan'
[2024-09-17 00:04:24:1415763][http-nio-8080-exec-1] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 2 ms, used memory: 0 bytes
[2024-09-17 00:04:24:1415764][clientInboundChannel-234] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getProductByProductId' task with parameters: productId: 1
[2024-09-17 00:04:24:1415765][clientInboundChannel-234] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=1
[2024-09-17 00:04:24:1415767][clientInboundChannel-234] INFO  p6spy - took 0 ms | 
[2024-09-17 00:04:24:1415767][clientInboundChannel-234] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getProductByProductId' task was executed successfully by ProductServiceImpl: 'getProductByProductId', estimated time: 3 ms, used memory: 0 bytes
[2024-09-17 00:04:24:1415768][clientInboundChannel-234] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: suwan
[2024-09-17 00:04:24:1415769][clientInboundChannel-234] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='suwan'
[2024-09-17 00:04:24:1415769][clientInboundChannel-234] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 1 ms, used memory: 114600 bytes
[2024-09-17 00:04:24:1415769][clientInboundChannel-234] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ChatServiceImpl.createChat' task with parameters: dto: ChatRequestDTO(owner=1, productId=1, message=우린 어디서 왔나 오예)
[2024-09-17 00:04:24:1415770][clientInboundChannel-234] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:04:24:1415771][clientInboundChannel-234] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=1
[2024-09-17 00:04:24:1415774][clientInboundChannel-234] INFO  p6spy - took 1 ms | insert into Chat (createdAt, modifiedAt, delete_yn, message, owner_id, product_id, sendDate) values ('2024-09-17T00:04:24.586+0900', '2024-09-17T00:04:24.586+0900', false, '우린 어디서 왔나 오예', 1, 1, '2024-09-17T00:04:24.586+0900')
[2024-09-17 00:04:24:1415774][clientInboundChannel-234] INFO  o.threefour.ddip.aop.LoggingAspect - 'ChatServiceImpl.createChat' task was executed successfully by ChatServiceImpl: 'createChat', estimated time: 4 ms, used memory: 112552 bytes
[2024-09-17 00:04:24:1415775][clientInboundChannel-234] INFO  p6spy - took 1 ms | 
[2024-09-17 00:04:51:1443061][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chatrooms'
[2024-09-17 00:04:51:1443069][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chatrooms', status code: 200, estimated time: 7ms, used memory: 638736 bytes
[2024-09-17 00:04:51:1443088][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/sockjs-client/sockjs.min.js'
[2024-09-17 00:04:51:1443088][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/stomp-websocket/stomp.min.js'
[2024-09-17 00:04:51:1443088][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/jquery/jquery.min.js'
[2024-09-17 00:04:51:1443088][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Received request for '/css/style.css'
[2024-09-17 00:04:51:1443088][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/css/chat-list.css'
[2024-09-17 00:04:51:1443088][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Received request for '/css/bootstrap.min.css'
[2024-09-17 00:04:51:1443091][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/css/chat-list.css', status code: 200, estimated time: 3ms, used memory: 454760 bytes
[2024-09-17 00:04:51:1443091][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/stomp-websocket/stomp.min.js', status code: 200, estimated time: 3ms, used memory: 655608 bytes
[2024-09-17 00:04:51:1443091][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/css/style.css', status code: 200, estimated time: 3ms, used memory: 454760 bytes
[2024-09-17 00:04:51:1443091][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/sockjs-client/sockjs.min.js', status code: 200, estimated time: 3ms, used memory: 655608 bytes
[2024-09-17 00:04:51:1443091][http-nio-8080-exec-3] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/css/bootstrap.min.css', status code: 200, estimated time: 3ms, used memory: 454760 bytes
[2024-09-17 00:04:51:1443092][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/jquery/jquery.min.js', status code: 200, estimated time: 4ms, used memory: 454760 bytes
[2024-09-17 00:04:51:1443096][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/js/chat-list.js'
[2024-09-17 00:04:51:1443096][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Received request for '/js/jquery-3.3.1.min.js'
[2024-09-17 00:04:51:1443097][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Received request for '/js/bootstrap.min.js'
[2024-09-17 00:04:51:1443098][http-nio-8080-exec-2] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/js/jquery-3.3.1.min.js', status code: 200, estimated time: 1ms, used memory: 207544 bytes
[2024-09-17 00:04:51:1443098][http-nio-8080-exec-10] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/js/bootstrap.min.js', status code: 200, estimated time: 1ms, used memory: 207544 bytes
[2024-09-17 00:04:51:1443123][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/js/chat-list.js', status code: 200, estimated time: 27ms, used memory: 207544 bytes
[2024-09-17 00:04:51:1443170][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Received request for '/chat/js/api.js'
[2024-09-17 00:04:51:1443173][http-nio-8080-exec-9] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/chat/js/api.js', status code: 200, estimated time: 2ms, used memory: 0 bytes
[2024-09-17 00:04:51:1443180][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/products'
[2024-09-17 00:04:51:1443181][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms'
[2024-09-17 00:04:51:1443184][http-nio-8080-exec-7] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getAllProductBySellerId' task with parameters: sellerId: 1
[2024-09-17 00:04:51:1443184][http-nio-8080-exec-8] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getAllProductBySellerId' task with parameters: sellerId: 1
[2024-09-17 00:04:52:1443188][http-nio-8080-exec-8] INFO  p6spy - took 1 ms | select product0_.id as id1_4_, product0_.createdAt as createda2_4_, product0_.modifiedAt as modified3_4_, product0_.content as content4_4_, product0_.name as name5_4_, product0_.price as price6_4_, product0_.seller_id as seller_i8_4_, product0_.title as title7_4_ from Product product0_ left outer join Member member1_ on product0_.seller_id=member1_.id where member1_.id=1
[2024-09-17 00:04:52:1443188][http-nio-8080-exec-7] INFO  p6spy - took 1 ms | select product0_.id as id1_4_, product0_.createdAt as createda2_4_, product0_.modifiedAt as modified3_4_, product0_.content as content4_4_, product0_.name as name5_4_, product0_.price as price6_4_, product0_.seller_id as seller_i8_4_, product0_.title as title7_4_ from Product product0_ left outer join Member member1_ on product0_.seller_id=member1_.id where member1_.id=1
[2024-09-17 00:04:52:1443188][http-nio-8080-exec-7] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getAllProductBySellerId' task was executed successfully by ProductServiceImpl: 'getAllProductBySellerId', estimated time: 4 ms, used memory: 178048 bytes
[2024-09-17 00:04:52:1443188][http-nio-8080-exec-8] INFO  o.threefour.ddip.aop.LoggingAspect - 'ProductServiceImpl.getAllProductBySellerId' task was executed successfully by ProductServiceImpl: 'getAllProductBySellerId', estimated time: 4 ms, used memory: 178048 bytes
[2024-09-17 00:04:52:1443190][http-nio-8080-exec-8] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/products', status code: 200, estimated time: 9ms, used memory: 525232 bytes
[2024-09-17 00:04:52:1443192][http-nio-8080-exec-7] INFO  p6spy - took 2 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, chat0_.sendDate as col_2_0_, chat0_.owner_id as col_3_0_, product1_.seller_id as col_4_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member2_ on chat0_.owner_id=member2_.id where chat0_.delete_yn=0 and chat0_.product_id=1 and chat0_.sendDate=(select max(chat4_.sendDate) from Chat chat4_ where chat4_.product_id=chat0_.product_id and chat4_.delete_yn=0)
[2024-09-17 00:04:52:1443193][http-nio-8080-exec-7] INFO  p6spy - took 1 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:04:52:1443197][http-nio-8080-exec-7] INFO  p6spy - took 2 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, chat0_.sendDate as col_2_0_, chat0_.owner_id as col_3_0_, product1_.seller_id as col_4_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member2_ on chat0_.owner_id=member2_.id where chat0_.delete_yn=0 and chat0_.product_id=2 and chat0_.sendDate=(select max(chat4_.sendDate) from Chat chat4_ where chat4_.product_id=chat0_.product_id and chat4_.delete_yn=0)
[2024-09-17 00:04:52:1443198][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Received request for '/favicon.ico'
[2024-09-17 00:04:52:1443200][http-nio-8080-exec-7] INFO  p6spy - took 1 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:04:52:1443201][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/favicon.ico', status code: 404, estimated time: 3ms, used memory: 218912 bytes
[2024-09-17 00:04:52:1443202][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Received request for '/error'
[2024-09-17 00:04:52:1443204][http-nio-8080-exec-5] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/error', status code: 404, estimated time: 1ms, used memory: 0 bytes
[2024-09-17 00:04:52:1443205][http-nio-8080-exec-7] INFO  p6spy - took 3 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, chat0_.sendDate as col_2_0_, chat0_.owner_id as col_3_0_, product1_.seller_id as col_4_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member2_ on chat0_.owner_id=member2_.id where chat0_.delete_yn=0 and chat0_.owner_id=1 and chat0_.sendDate=(select max(chat4_.sendDate) from Chat chat4_ where chat4_.product_id=chat0_.product_id and chat4_.owner_id=1 and chat4_.delete_yn=0)
[2024-09-17 00:04:52:1443207][http-nio-8080-exec-7] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms', status code: 200, estimated time: 25ms, used memory: 1150136 bytes
[2024-09-17 00:04:52:1443224][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Received request for '/img/trend/bs-1.jpg'
[2024-09-17 00:04:52:1443228][http-nio-8080-exec-1] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/img/trend/bs-1.jpg', status code: 200, estimated time: 2ms, used memory: 620696 bytes
[2024-09-17 00:04:52:1443233][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Received request for '/webjars/sockjs-client/sockjs.min.js.map'
[2024-09-17 00:04:52:1443236][http-nio-8080-exec-6] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/webjars/sockjs-client/sockjs.min.js.map', status code: 200, estimated time: 3ms, used memory: 293928 bytes
[2024-09-17 00:04:53:1444315][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Received request for '/suwan/chatrooms/1'
[2024-09-17 00:04:53:1444320][http-nio-8080-exec-4] INFO  p6spy - took 0 ms | select chat0_.product_id as col_0_0_, chat0_.message as col_1_0_, product1_.title as col_2_0_, product1_.seller_id as col_3_0_, chat0_.owner_id as col_4_0_, chat0_.sendDate as col_5_0_ from Chat chat0_ inner join Product product1_ on (chat0_.product_id=product1_.id) inner join Member member2_ on (member2_.id=product1_.seller_id) inner join Member member3_ on product1_.seller_id=member3_.id inner join Member member4_ on chat0_.owner_id=member4_.id where chat0_.product_id=1 and chat0_.delete_yn=0 order by chat0_.id
[2024-09-17 00:04:53:1444322][http-nio-8080-exec-4] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=2
[2024-09-17 00:04:53:1444323][http-nio-8080-exec-4] INFO  p6spy - took 0 ms | select member0_.id as id1_3_0_, member0_.createdAt as createda2_3_0_, member0_.modifiedAt as modified3_3_0_, member0_.deleteYn as deleteyn4_3_0_, member0_.email as email5_3_0_, member0_.nickName as nickname6_3_0_, member0_.password as password7_3_0_, member0_.school as school8_3_0_, member0_.schoolAuthYn as schoolau9_3_0_ from Member member0_ where member0_.id=1
[2024-09-17 00:04:53:1444324][http-nio-8080-exec-4] INFO  o.t.d.i.LoggingInterceptor - Completed request for '/suwan/chatrooms/1', status code: 200, estimated time: 8ms, used memory: 390160 bytes
[2024-09-17 00:04:56:1447506][http-nio-8080-exec-7] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'MemberDetailsService.loadUserByUsername' task with parameters: username: suwan
[2024-09-17 00:04:56:1447509][http-nio-8080-exec-7] INFO  p6spy - took 0 ms | select member0_.id as id1_3_, member0_.createdAt as createda2_3_, member0_.modifiedAt as modified3_3_, member0_.deleteYn as deleteyn4_3_, member0_.email as email5_3_, member0_.nickName as nickname6_3_, member0_.password as password7_3_, member0_.school as school8_3_, member0_.schoolAuthYn as schoolau9_3_ from Member member0_ where member0_.email='suwan'
[2024-09-17 00:04:56:1447509][http-nio-8080-exec-7] INFO  o.threefour.ddip.aop.LoggingAspect - 'MemberDetailsService.loadUserByUsername' task was executed successfully by MemberDetailsService: 'loadUserByUsername', estimated time: 3 ms, used memory: 211504 bytes
[2024-09-17 00:04:56:1447510][clientInboundChannel-241] INFO  o.threefour.ddip.aop.LoggingAspect - Beginning to 'ProductServiceImpl.getProductByProductId' task with parameters: productId: 1
[2024-09-17 00:04:56:1447511][clientInboundChannel-241] INFO  p6spy - took 0 ms | select product0_.id as id1_4_0_, product0_.createdAt as createda2_4_0_, product0_.modifiedAt as modified3_4_0_, product0_.content as content4_4_0_, product0_.name as name5_4_0_, product0_.price as price6_4_0_, product0_.seller_id as seller_i8_4_0_, product0_.title as title7_4_0_ from Product product0_ where product0_.id=1
[2024-09-17 00:04:56:1447512][clientInboundChannel-241] INFO  p6spy - took 0 ms | 
